"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-02",,"59","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-03",,"57","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-04",,"59","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-05",,"66","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-06",,"68","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-07",,"65","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-08",,"59","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-09",,"56","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-10",,"57","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-11",,"57","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-12",,"56","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-13",,"57","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-14",,"55","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-15",,"55","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-16",,"54","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-17",,"62","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-18",,"62","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-19",,"54","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-20",,"59","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-21",,"61","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-22",,"68","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-23",,"77","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-24",,"70","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-25",,"64","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-26",,"58","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-27",,"59","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-02-28",,"66","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-01",,"67","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-02",,"61","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-03",,"59","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-04",,"58","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-05",,"63","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-06",,"54","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-07",,"57","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-08",,"57","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-09",,"56","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-10",,"53","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-11",,"56","43"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-12",,"60","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-13",,"53","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-14",,"55","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-15",,"53","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-16",,"53","43"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-17",,"54","44"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-18",,"54","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-19",,"58","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-20",,"57","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-21",,"59","45"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-22",,"58","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-23",,"65","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-24",,"65","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-25",,"58","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-26",,"67","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-27",,"69","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-28",,"67","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-29",,"60","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-30",,"75","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-03-31",,"80","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-01",,"78","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-02",,"61","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-03",,"58","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-04",,"58","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-05",,"54","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-06",,"56","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-07",,"55","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-08",,"59","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-09",,"57","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-10",,"63","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-11",,"64","46"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-12",,"59","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-13",,"56","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-14",,"61","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-15",,"57","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-16",,"55","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-17",,"56","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-18",,"70","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-19",,"58","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-20",,"58","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-21",,"54","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-22",,"52","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-23",,"59","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-24",,"60","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-25",,"56","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-26",,"58","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-27",,"62","47"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-28",,"71","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-29",,"57","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-04-30",,"57","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-01",,"57","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-02",,"65","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-03",,"70","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-04",,"69","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-05",,"60","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-06",,"59","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-07",,"64","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-08",,"75","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-09",,"70","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-10",,"73","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-11",,"60","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-12",,"60","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-13",,"56","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-14",,"55","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-15",,"56","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-16",,"57","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-17",,"56","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-18",,"63","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-19",,"59","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-20",,"60","48"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-21",,"61","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-22",,"61","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-23",,"59","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-24",,"58","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-25",,"61","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-26",,"62","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-27",,"61","49"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-28",,"60","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-29",,"57","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-30",,"67","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-05-31",,"69","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-01",,"62","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-02",,"59","50"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-03",,"67","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-04",,"58","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-05",,"66","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-06",,"63","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-07",,"60","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-08",,"61","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-09",,"61","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-10",,"62","51"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-11",,"66","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-12",,"73","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-13",,"67","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-14",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-15",,"69","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-16",,"75","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-17",,"80","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-18",,"75","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-19",,"66","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-20",,"63","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-21",,"65","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-22",,"68","59"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-23",,"67","58"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-24",,"67","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-25",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-26",,"64","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-27",,"61","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-28",,"62","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-29",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-06-30",,"61","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-01",,"65","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-02",,"63","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-03",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-04",,"64","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-05",,"64","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-06",,"60","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-07",,"60","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-08",,"69","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-09",,"68","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-10",,"66","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-11",,"58","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-12",,"57","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-13",,"59","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-14",,"63","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-15",,"59","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-16",,"63","52"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-17",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-18",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-19",,"65","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-20",,"62","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-21",,"64","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-22",,"61","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-23",,"67","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-24",,"64","53"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-25",,"65","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-26",,"63","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-27",,"69","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-28",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-29",,"66","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-30",,"66","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-07-31",,"66","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-08-01",,"67","57"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-08-02",,"67","56"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-08-03",,"66","54"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-08-04",,"63","55"
"USW00023272","SAN FRANCISCO DOWNTOWN, CA US","2021-08-05",,"62","55"
